ContentID,Title,Type,Genre,Language,Country,Director,CastCount,ReleaseYear,AddedDate,RuntimeMinutes,EpisodeCount,AgeRating,IMDbScore,ViewsMillions,WatchHoursMillions,AvgCompletionPct,AwardsWon,ProductionCostCr,RevenueCr,SubscribersGainedThousands,TrendingStatus,CriticRating
CS-0291,Wild Cipher of the North,Series,Action,Tamil,India,Diego Menon,6,2023,2024-09-12,1080,24,U/A 16+,5.7,5.31,28.67,30,0,80.9,6.8,937,New,3.8
CS-0292,The Heir: Reborn,Movie,Kids,English,Canada,Anand Lee,5,2024,2023-11-12,165,1,U/A 16+,6.9,5.61,9.41,61,1,39.9,9.0,1699,Classic,6.2
CS-0293,The Witness of the North,Movie,Sci-Fi,English,USA,Anand Jones,6,2020,2021-11-07,127,1,U/A 16+,8.2,33.22,62.58,89,3,47.4,76.7,2918,Popular,8.1
CS-0294,Hidden Hunter: Reborn,Movie,Kids,Malayalam,India,Riya Kumar,12,2016,2023-03-28,156,1,A,8.3,38.28,57.73,58,3,67.4,28.6,61,Popular,9.2
CS-0295,Midnight Garden of Sound,Movie,Romance,English,UK,Yuki Sato,12,2016,2024-02-28,143,1,U/A 13+,7.1,20.6,27.0,55,0,49.7,39.4,2416,New,6.9
CS-0296,Burning Empire,movie,Animation,English,Australia,Aylin Pillai,14,2021,2024-09-29,160,1,U/A 13+,6.2,14.48,27.8,72,0,15.4,11.7,-1000,Classic,6.4
CS-0297,Last Bridge II,Movie,Thriller,Telugu,India,Kavya Smith,9,2022,2021-03-04,94,1,U/A 16+,7.1,21.34,24.41,73,2,49.2,49.8,5062,Classic,7.1
CS-0298,Endless Hour of the Lost,Movie,Thriller,Malayalam,India,Asha Sato,4,2020,2024-10-12,101,1,U,5.8,4.11,2.91,42,0,32.5,3.4,3167,Classic,4.6
CS-0299,Frozen Diary II,Series,Thriller,English,Australia,James Iyer,12,2023,2022-10-09,660,12,U/A 16+,7.5,22.5,165.83,67,1,73.5,21.5,4470,New,9.2
CS-0300,Storm Broken of Stone,Series,Sci-Fi,English,UK,Various,14,2020,2023-08-23,800,16,A,6.5,17.14,187.4,82,3,33.1,35.2,2874,Classic,5.9
CS-0301,Bridge Bright III,Movie,Drama,Spanish,Spain,Riya Sharma,4,2024,2023-12-04,142,1,U/A 7+,9.0,30.31,44.47,62,3,29.7,67.3,8062,New,9.6
CS-0302,Silent City,Movie,Action,Korean,South Korea,Aylin Tanaka,9,2016,2021-07-04,86,1,U/A 13+,7.1,22.68,16.25,50,0,3.3,28.0,4006,Classic,8.3
CS-0303,Diary Whispering,Stand-up,Action,Hindi,India,Karan Kim,6,2018,2021-04-08,56,1,U/A 13+,5.2,24.27,14.04,62,0,6.6,33.8,6719,Classic,3.2
CS-0304,Midnight City: Reborn,Movie,Thriller,English,Australia,Yuki Tanaka,6,2016,2020-07-05,97,1,U/A 7+,6.8,4.88,4.34,55,1,29.3,9.8,3409,Popular,6.6
CS-0305,Midnight Diary II,Movie,Comedy,Tamil,India,Min-jun Bose,4,2023,2022-08-13,92,1,A,7.2,21.83,17.41,52,4,23.2,46.7,645,New,5.9
CS-0306,Echo Distant,movie,Kids,English,Australia,Yuki Lee,13,2018,2022-09-17,85,1,U/A 16+,5.6,0.4,0.18,31,0,45.3,0.4,2692,Popular,6.2
CS-0307,Hour Crimson of Sound,Movie,Kids,Tamil,India,Mira Pillai,10,2016,2020-01-11,125,1,U/A 7+,6.3,9.47,7.69,39,0,9.8,8.6,1329,New,6.5
CS-0308,Broken Cipher III,Movie,Action,Kannada,India,Aylin Menon,10,2018,2021-06-02,133,1,U/A 13+,6.2,1.45,1.99,62,1,64.8,2.7,1084,Classic,5.4
CS-0309,Distant Mountain,Series,Sci-Fi,Malayalam,India,Akira Kim,11,2016,2021-03-24,300,6,U,6.3,1.51,5.66,75,0,82.8,3.2,3435,New,6.9
CS-0310,Whispering Empire of the Lost,Stand-up,Thriller,Hindi,India,Sophia Khan,14,2024,2022-03-26,73,1,A,6.8,5.63,4.38,64,1,2.4,12.0,1057,Popular,6.9
CS-0311,Forbidden Promise of Sound,Series,Comedy,Telugu,India,Various,5,2019,2021-09-03,270,6,U,7.9,14.58,50.52,77,2,55.4,26.2,6705,New,7.3
CS-0312,Promise Crimson of Sound,Movie,Thriller,Spanish,Spain,Priya Bose,11,2018,2022-03-29,127,1,U/A 13+,6.7,21.61,25.16,55,0,14.4,35.2,-1000,Popular,5.3
CS-0313,Whispering Hour: Reborn,Movie,Kids,English,Canada,Rohan Roy,15,2023,2021-04-21,113,1,U/A 13+,7.8,31.66,21.47,36,1,0.6,70.7,5419,New,7.2
CS-0314,Distant Mountain of Sound,Movie,Comedy,Spanish,Spain,Emre Joshi,11,2017,2020-04-12,105,1,U/A 16+,6.2,13.02,15.72,69,0,27.5,13.4,4419,Classic,5.9
CS-0315,Last Cipher: Reborn,Documentary,Comedy,Spanish,Spain,Neha Brown,7,2017,2023-06-15,318,6,A,7.1,16.42,56.57,65,3,7.7,38.8,4978,Trending,6.3
CS-0316,Forbidden Shadow,Documentary,Animation,Hindi,India,Kavya Joshi,14,2020,2022-07-23,93,1,U/A 13+,8.1,23.52,25.88,71,4,8.6,49.2,3925,Trending,7.8
CS-0317,Voyage Forbidden,Movie,Drama,Korean,South Korea,Priya Smith,8,2017,2023-01-09,150,1,U,6.0,4.82,5.3,44,1,31.8,5.2,357,Trending,5.6
CS-0318,Crown Frozen of Sound,Movie,Thriller,Hindi ,India,Mira Smith,6,2017,2020-01-10,163,1,U/A 7+,8.6,26.0,34.61,49,4,33.2,28.9,-50000,Classic,8.0
CS-0319,Dark Heir of the North,Movie,Action,Hindi,India,Riya Kim,10,2017,2023-08-30,91,1,U,7.7,22.98,23.35,67,1,6.9,36.7,9276,Popular,5.6
CS-0320,Midnight Witness,Movie,Comedy,Hindi,India,James Lee,6,2023,2021-06-18,125,1,U/A 13+,6.1,0.2,0.23,55,0,30.9,0.2,2065,Classic,6.0
CS-0321,Crown Golden of the Lost,Movie,Reality,Hindi,India,Carla Yilmaz,12,2019,2021-11-21,163,1,U/A 13+,6.7,8.89,10.63,44,2,25.2,9.8,-386,Popular,6.4
CS-0322,Forbidden Mountain III,Movie,Animation,Hindi,India,Riya Brown,12,2022,2022-03-16,85,1,U/A 13+,7.3,20.1,17.09,60,3,37.7,28.1,3613,Popular,7.6
CS-0323,The Verdict III,Movie,Sci-Fi,Hindi,India,Akira Jones,3,2016,2023-01-21,106,1,U/A 7+,9.3,2.9,4.97,97,3,48.7,10.7,6149,New,8.7
CS-0324,Silent Verdict of the North,Series,Comedy,Bengali,India,Various,5,2017,2022-08-07,880,16,U/A 16+,6.4,12.34,114.02,63,2,92.4,21.9,490,Classic,6.8
CS-0325,Midnight Cipher,Series,Thriller,Tamil,India,Karan Kumar,14,2019,2022-05-10,500,10,U/A 13+,7.7,26.9,136.74,61,2,49.2,30.6,10875,Classic,7.3
CS-0326,Eternal Garden: Origins,Series,Comedy,Malayalam,India,Various,8,2019,2024-10-10,300,6,U/A 16+,7.4,13.3,41.9,63,3,45.9,26.9,2281,New,7.6
CS-0327,Verdict Whispering,Movie,Kids,Korean,South Korea,Min-jun Kumar,10,2018,2021-06-05,86,1,U/A 13+,6.7,15.65,15.93,71,0,13.1,31.4,2875,Trending,10.7
CS-0328,Frozen Code,Stand-up,Romance,Telugu,India,Yuki Joshi,4,2018,2020-08-01,51,1,U/A 13+,8.3,31.22,19.11,72,5,2.3,44.4,4251,Trending,10.0
CS-0329,Sacred Heir III,Series,Sci-Fi,Spanish,Spain,Emre Tanaka,5,2020,2021-03-08,300,6,U/A 16+,6.8,11.2,45.36,81,2,37.7,27.2,4924,Popular,6.3
CS-0330,Code Broken,Movie,Kids,Hindi,India,Kavya Jones,9,2020,2020-05-21,126,1,U/A 13+,6.7,12.96,13.61,50,0,37.5,8.9,-1000,New,6.8
CS-0331,Endless Cipher of Sound,Series,Animation,Turkish,Turkey,Sophia Kim,8,2018,2020-10-26,264,12,U/A 16+,6.7,14.36,40.44,64,0,66.8,23.5,2159,Popular,6.3
CS-0332,Crimson Hunter of Stone,Documentary,Thriller,Bengali,India,Asha Joshi,10,2015,2021-12-11,71,1,A,8.1,18.96,17.28,77,2,15.6,22.9,3556,Classic,6.9
CS-0333,Golden River III,Movie,Sci-Fi,Hindi,India,Olivia Kim,12,2017,2024-12-20,169,1,U/A 16+,7.2,31.48,59.41,67,0,8.5,56.5,4441,Classic,7.2
CS-0334,Sacred River II,Series,Action,English,USA,Various,9,2020,2021-09-28,500,10,A,7.2,32.01,170.72,64,4,84.5,37.4,-1000,New,8.8
CS-0335,Verdict Midnight: Reborn,Movie,Horror,Telugu,India,Karan Kumar,4,2023,2022-10-07,120,1,U/A 13+,6.8,22.1,18.12,41,0,46.9,14.7,-333,Trending,6.8
CS-0336,Eternal Heir of the Lost,Movie,Drama,English,UK,Min-jun Kumar,9,2015,2022-11-12,95,1,A,6.4,4.13,3.53,54,0,33.6,9.0,1935,Classic,5.8
CS-0337,Game Quiet: Reborn,Documentary,Drama,Telugu,India,Anand Kim,15,2018,2023-01-11,68,1,U/A 16+,7.7,28.01,20.95,66,2,13.7,47.3,7397,Classic,6.7
CS-0338,Silent Voyage of Sound,Series,Reality,Telugu,India,Min-jun Lopez,6,2018,2020-03-28,400,16,U/A 13+,5.9,5.1,18.7,55,0,77.4,6.9,3700,New,5.9
CS-0339,The Game,Movie,Reality,Korean,South Korea,Neha Iyer,5,2022,2022-03-20,122,1,U/A 16+,6.2,1.97,2.32,58,0,54.5,1.5,2050,Classic,7.7
CS-0340,Sacred City of the North,Movie,Kids,English,UK,Aylin Lopez,5,2021,2021-01-11,173,1,U/A 16+,8.2,23.8,36.37,53,2,29.4,35.7,2601,New,8.9
CS-0341,Echo Broken,Movie,Kids,Turkish,Turkey,Riya Patel,15,2018,2022-07-08,138,1,U/A 13+,7.7,13.28,17.1,56,2,7.8,18.7,4572,Classic,7.2
CS-0342,Sacred Storm,Documentary,Action,Tamil,India,Yuki Iyer,15,2015,2023-09-25,92,1,U/A 13+,7.0,12.35,10.04,53,3,9.9,28.4,5923,Trending,7.6
CS-0343,Frozen Heir of the North,Movie,Comedy,Hindi ,India,Hyun Bose,5,2017,2020-05-08,152,1,U/A 13+,6.7,21.99,38.44,69,0,33.9,23.0,-1000,Classic,5.6
CS-0344,Endless Empire of the Lost,Series,Comedy,Hindi,India,Hyun Iyer,5,2015,2023-11-27,600,24,U/A 7+,7.9,19.33,158.51,82,3,85.3,31.7,6359,Popular,8.4
CS-0345,Eternal Shadow of the Lost,Movie,Thriller,Bengali,India,Emre Garcia,7,2020,2023-06-11,88,1,U/A 13+,7.2,5.82,5.38,63,1,46.9,10.9,907,Popular,6.6
CS-0346,Endless Cipher,Series,Sci-Fi,Hindi,India,Various,7,2023,2022-09-03,264,12,A,5.9,18.24,60.99,76,0,27.0,15.7,-1000,Classic,5.9
CS-0347,Code Forbidden of the Lost,Stand-up,Animation,Kannada,India,Min-jun Menon,10,2019,2022-11-06,80,1,U/A 16+,8.8,32.32,32.75,76,3,2.3,69.5,1144,Trending,8.9
CS-0348,Forbidden Game II,Stand-up,Reality,Tamil,India,Liam Patel,9,2023,2023-01-07,58,1,A,6.3,6.11,3.31,56,0,4.0,4.4,979,New,5.5
CS-0349,Crimson Empire: Reborn,Movie,Reality,Korean,South Korea,Neha Sato,13,2017,2021-06-10,150,1,A,6.2,16.51,28.89,70,0,31.4,10.0,835,Popular,7.4
CS-0350,Garden Last II,Series,Reality,English,Canada,Riya Smith,15,2018,2020-09-18,2200,40,U/A 13+,8.3,24.35,633.91,71,3,53.8,40.8,7901,Popular,9.0
CS-0351,Frozen Cipher III,Movie,Romance,Malayalam,India,Mira Lee,7,2020,2023-08-28,173,1,U/A 7+,6.0,0.2,0.17,29,0,43.8,0.2,-130,Classic,4.6
CS-0352,Burning Game,Documentary,Romance,English,UK,Hyun Sharma,12,2016,2023-01-09,75,1,U/A 7+,8.5,12.93,14.06,87,5,0.5,35.8,5046,Popular,8.6
CS-0353,Heir Midnight,Documentary,Comedy,Hindi,India,Aylin Kumar,12,2016,2024-11-19,216,6,U/A 16+,6.2,10.48,19.24,51,0,5.4,8.3,3529,Popular,7.2
CS-0354,Distant Crown of the Lost,Movie,Thriller,English,UK,Anand Brown,11,2015,2021-11-19,164,1,U/A 16+,8.4,12.76,22.67,65,1,36.4,20.0,4680,Popular,9.3
CS-0355,Burning Code of Stone,Series,Animation,Spanish,Spain,Karan Pillai,15,2022,2024-12-09,132,6,U/A 16+,6.8,10.15,12.95,58,2,38.8,13.9,5086,Classic,6.4
CS-0356,Letter Crimson,Movie,Reality,English,Canada,Olivia Lee,5,2020,2022-08-07,138,1,A,5.9,20.21,20.45,44,0,50.0,12.3,2207,Popular,6.5
CS-0357,Letter Lost II,Movie,Thriller,Bengali,India,Rohan Joshi,14,2019,,116,1,U/A 16+,11.4,41.79,47.67,59,2,48.5,56.4,6534,Classic,9.2
CS-0358,Last Hunter: Origins,Series,Thriller,Hindi,India,Karan Kumar,3,2017,2020-03-18,880,40,U/A 13+,8.2,26.84,251.94,64,4,82.7,56.7,8603,New,8.9
CS-0359,Broken Code: Origins,Series,Comedy,Hindi,India,Sanjay Yilmaz,9,2015,2023-04-26,420,12,U/A 7+,4.6,0.2,0.8,57,0,31.9,0.3,-219,Popular,4.7
CS-0360,Shadow Endless of Sound,Movie,Thriller,English,Australia,Liam Pillai,14,2015,2021-03-28,124,1,U/A 16+,5.6,9.19,13.29,70,0,55.7,6.8,1210,Classic,5.7
CS-0361,Eternal Voyage,Series,Romance,Malayalam,India,Carla Brown,4,2023,2023-03-12,800,16,U/A 7+,8.5,23.75,193.17,61,3,99.4,46.3,7557,Classic,8.2
CS-0362,Hidden Light II,Movie,Action,Korean,South Korea,Aylin Jones,11,2016,2022-11-09,160,1,U/A 16+,8.3,35.35,78.24,83,4,29.0,39.0,6308,New,8.6
CS-0363,Last Promise,Movie,Comedy,Hindi,India,Rohan Iyer,12,2019,2023-03-22,152,1,U/A 13+,7.1,25.27,40.33,63,2,57.3,47.0,4189,Classic,7.2
CS-0364,Forbidden Mountain,documentary,Romance,Kannada,India,Vikram Brown,14,2024,2022-08-16,105,1,U/A 13+,5.6,0.2,0.18,51,0,9.1,0.3,3416,New,5.2
CS-0365,Promise Burning: Origins,Movie,Comedy,English,USA,Karan Bose,3,2015,2024-12-02,96,1,U,5.4,21.35,19.13,56,0,8.5,13.8,-1000,Popular,4.6
CS-0366,Burning Mountain of the Lost,Stand-up,Romance,Hindi,India,Min-jun Lee,12,2020,2024-03-23,88,1,A,6.2,28.67,19.34,46,0,2.2,43.4,3159,New,3.7
CS-0367,The Witness of Sound,Documentary,Thriller,Korean,South Korea,Olivia Smith,15,2015,2022-04-01,76,1,U/A 13+,4.0,0.2,0.14,56,0,22.0,0.3,-1000,New,4.3
CS-0368,Crimson Witness,Movie,Drama,Hindi,India,Akira Roy,10,2021,2024-01-03,102,1,A,8.8,16.21,23.42,85,4,58.4,21.8,3818,New,10.0
CS-0369,Midnight Shadow III,Stand-up,Sci-Fi,Kannada,India,James Sato,10,2017,2024-07-18,59,1,U/A 16+,5.7,7.68,4.23,56,0,3.0,10.6,1509,New,7.6
CS-0370,Last Bridge of the North,Movie,Animation,English,UK,Akira Joshi,15,2017,2024-06-08,119,1,U/A 16+,6.3,6.43,9.05,71,0,79.5,4.8,1040,Popular,5.2
CS-0371,Wild Bridge,Series,Reality,Telugu ,India,Hyun Kumar,8,2016,2021-08-08,330,6,A,7.0,5.96,30.16,92,0,66.2,5.4,4892,Classic,5.7
CS-0372,Frozen City of Sound,Movie,Drama,Korean,South Korea,Priya Tanaka,12,2019,2021-02-03,159,1,A,6.3,0.2,0.31,58,1,27.4,1.7,264,Classic,7.0
CS-0373,Golden Mirror,movie,Drama,Telugu,India,Aylin Menon,6,2019,2022-07-11,118,1,U/A 13+,6.0,18.32,19.82,55,0,34.2,17.7,5581,Popular,6.6
CS-0374,Hidden City II,Series,Comedy,Tamil,India,Anand Bose,5,2017,2022-06-08,2200,40,U/A 13+,7.4,7.76,167.87,59,1,70.2,14.0,2882,Popular,5.6
CS-0375,Forbidden Hour,Movie,Drama,Tamil,India,Vikram Kim,15,2024,2024-12-18,93,1,U/A 13+,6.1,7.2,6.47,58,2,37.2,16.4,353,New,6.1
CS-0376,Whispering Empire,Movie,Reality,Hindi,India,Asha Brown,9,2020,2023-03-17,162,1,U/A 16+,7.5,15.22,29.18,71,2,32.2,16.1,2288,Classic,6.5
CS-0377,Crimson Bridge: Origins,Documentary,Romance,English,USA,Vikram Lopez,13,2019,2021-02-24,294,6,U/A 13+,8.5,29.14,104.23,73,3,10.4,64.8,6822,Popular,8.0
CS-0378,Mountain Whispering: Reborn,Documentary,Thriller,Tamil,India,Yuki Patel,10,2024,2020-01-12,160,4,U/A 13+,7.5,8.99,15.82,66,1,12.6,16.9,3238,Popular,7.0
CS-0379,Storm Sacred,Movie,Comedy,Tamil,India,Rohan Kim,14,2019,2023-04-12,171,1,U/A 13+,8.7,24.85,57.37,81,4,25.4,30.1,5890,New,8.0
CS-0380,Storm Eternal,Movie,Drama,Bengali,India,Akira Smith,6,2016,2024-02-24,164,1,U/A 13+,5.4,10.67,16.92,58,0,32.6,11.4,3915,Popular,6.0
CS-0381,Dark Witness: Origins,Movie,Romance,Korean,South Korea,James Pillai,3,2017,2024-09-15,145,1,U/A 13+,7.7,22.72,32.39,59,0,24.2,43.8,6095,Popular,9.0
CS-0382,Light Bright,Documentary,Drama,Kannada,India,Diego Lee,8,2015,2023-10-10,91,1,U/A 16+,6.6,18.4,19.53,70,0,2.2,15.8,618,New,6.7
CS-0383,Silent Voyage III,Stand-up,Horror,Spanish,Spain,Min-jun Bose,14,2024,2020-03-10,93,1,U/A 13+,7.4,16.13,18.5,74,1,5.4,29.7,3669,Classic,6.7
CS-0384,Mirror Dark II,Stand-up,Thriller,Turkish ,Turkey,Akira Yilmaz,14,2017,2021-05-03,94,1,U,7.3,6.64,4.89,47,1,1.9,11.8,5115,Classic,8.8
CS-0385,Whispering Crown,Series,Horror,Tamil,India,Various,15,2021,2022-03-10,300,12,U/A 13+,6.1,13.29,31.9,48,1,66.1,30.5,1033,Classic,4.5
CS-0386,River Forbidden: Origins,Series,Animation,Bengali,India,Various,3,2017,2020-01-08,1320,24,U/A 16+,6.4,15.39,237.01,70,0,80.9,27.5,-417,Classic,7.4
CS-0387,Hunter Shattered III,Documentary,Drama,Telugu,India,,4,2021,2023-06-16,288,6,U/A 13+,7.1,23.77,79.87,70,3,18.8,48.7,10216,Classic,6.1
CS-0388,Game Eternal of Stone,Movie,Action,English,Canada,Sanjay Roy,5,2020,2024-05-31,170,1,U/A 13+,7.1,13.44,27.42,72,1,35.1,27.8,2292,Popular,7.6
CS-0389,Empire Whispering II,Movie,Sci-Fi,Tamil,India,Neha Patel,4,2022,2022-03-25,123,1,A,5.7,3.37,3.25,47,0,60.8,2.5,-1000,Classic,5.2
CS-0390,Crown Whispering of Sound,Series,Thriller,Tamil,India,Various,10,2023,2021-09-12,1400,40,U/A 13+,5.4,0.23,2.9,54,0,78.2,0.2,-696,Classic,5.5
CS-0391,City Distant III,Series,Romance,Tamil,India,Mira Lopez,8,2019,2023-05-09,1320,24,U/A 13+,8.7,12.27,245.65,91,3,96.2,30.8,7140,Classic,8.4
CS-0392,Cipher Bright,Movie,Kids,Kannada,India,Karan Pillai,13,2015,2021-04-16,109,1,U/A 13+,5.8,16.31,21.63,73,0,25.0,29.1,-1000,Trending,4.0
CS-0393,Hunter Midnight,Movie,Animation,Tamil,India,Rohan Bose,13,2023,2024-03-26,117,1,U/A 13+,7.0,14.3,21.19,76,0,66.7,11.2,3081,New,8.1
CS-0394,Hunter Silent,Documentary,Horror,Hindi,India,Rohan Kim,11,2022,2024-10-04,84,1,U,6.9,19.38,17.36,64,0,9.0,16.9,3926,Popular,8.0
CS-0395,Forbidden Cipher,Series,Romance,Hindi,India,Kavya Menon,15,2017,2023-05-04,210,6,U/A 16+,4.2,8.07,5.37,19,0,86.4,13.8,-1000,Classic,3.8
CS-0396,Quiet Bridge,Movie,Horror,Hindi,India,Carla Khan,5,2021,2023-05-28,156,1,A,6.8,19.31,26.11,52,2,38.8,35.8,144,Classic,5.1
CS-0397,Whispering Garden II,Movie,Reality,English,Australia,Carla Kim,4,2024,2022-10-28,143,1,A,6.2,26.12,32.99,53,0,69.2,47.0,287,New,6.6
CS-0398,City Hidden,Movie,Kids,Hindi,India,Diego Patel,10,2024,2024-12-20,95,1,U/A 16+,7.2,17.13,11.12,41,1,18.8,32.5,2265,Popular,7.0
CS-0399,Sacred Bridge of the Lost,Series,Sci-Fi,Hindi,India,Various,10,2022,2020-10-15,600,12,U,6.9,8.92,57.09,64,1,30.8,9.7,284,Classic,5.3
CS-0400,Last Witness II,Movie,Kids,Spanish,Spain,Karan Bose,4,2015,2020-08-05,164,1,U/A 16+,6.5,5.62,9.22,60,0,36.7,4.1,4300,Popular,4.7
CS-0401,Midnight City of Stone,Series,Drama,Telugu,India,Various,10,2022,2020-09-23,220,10,U/A 16+,7.0,8.58,20.45,65,2,58.4,9.2,3457,New,6.2
CS-0402,Code The of the North,Movie,Reality,Tamil,India,Kavya Lopez,3,2023,2024-09-17,97,1,A,7.8,12.32,13.74,69,1,25.7,25.9,4738,Classic,5.3
CS-0403,Letter Shattered: Reborn,Stand-up,Reality,Hindi,India,Yuki Lee,9,2020,2021-06-14,74,1,U/A 13+,6.8,31.35,24.75,64,1,0.5,70.3,5262,Popular,8.3
CS-0404,The Echo,Series,Sci-Fi,Hindi,India,Min-jun Patel,4,2024,2020-10-30,550,10,U/A 13+,7.2,18.79,98.18,57,1,52.0,23.4,1020,Classic,7.0
CS-0405,Quiet Verdict,Movie,Animation,Tamil,India,Arjun Khan,10,2024,2020-06-27,87,1,U/A 13+,6.8,18.02,16.46,63,1,40.2,18.5,1205,Classic,7.3
CS-0406,Mirror Forbidden: Reborn,Series,Horror,English,UK,Min-jun Menon,9,2015,2020-12-29,500,10,U,8.2,27.45,125.81,55,3,63.4,51.9,6114,Popular,8.6
CS-0407,Hidden Verdict,Series,Sci-Fi,English,Canada,Various,5,2024,2023-11-14,600,24,A,7.5,24.21,128.31,53,0,8.3,18.8,4858,Classic,6.5
CS-0408,Bridge Shattered of Sound,Movie,Comedy,English,Australia,Asha Brown,12,2022,2022-06-26,141,1,A,8.5,25.64,39.77,66,2,43.5,59.3,7462,New,7.3
CS-0409,Lost Heir,Movie,Animation,Korean,South Korea,Akira Iyer,12,2022,2020-12-16,141,1,U/A 16+,6.7,10.86,16.33,64,0,37.4,12.8,4640,New,6.8
CS-0410,River Distant III,Movie,Thriller,English,Canada,Riya Jones,13,2021,2024-03-22,135,1,U/A 16+,6.7,25.19,40.81,72,2,55.0,26.6,1662,Trending,12.9
CS-0411,Mirror Midnight of the North,Movie,Kids,English,Canada,James Lopez,5,2017,2022-05-29,154,1,U/A 13+,8.9,25.89,41.2,62,4,26.6,25.2,7222,Classic,8.7
CS-0412,Dark Crown of the Lost,Movie,Sci-Fi,English,USA,Liam Kim,15,2015,2022-02-26,127,1,A,7.8,29.7,33.95,54,1,43.2,21.5,8051,New,6.3
CS-0413,Mountain Golden III,Series,Horror,English,USA,Carla Joshi,9,2017,2020-01-27,540,12,U/A 13+,6.7,13.91,72.61,58,1,67.4,17.0,2186,New,5.8
CS-0414,The Game: Reborn,Series,Romance,Turkish,Turkey,Yuki Pillai,13,2022,2024-07-24,176,8,U/A 16+,6.7,21.62,39.32,62,2,46.1,19.7,3581,Popular,6.6
CS-0415,Bright Storm,Series,Animation,Kannada,India,Kavya Roy,14,2023,2022-05-27,220,10,U/A 16+,8.0,35.98,97.63,74,3,35.8,28.1,2621,Popular,9.7
CS-0416,Crimson City,Documentary,Sci-Fi,Kannada,India,Mira Garcia,13,2018,2020-10-23,67,1,U/A 16+,6.6,7.78,5.21,60,2,15.0,16.3,2527,Popular,5.9
CS-0417,Diary Forbidden,Movie,Reality,Hindi,India,James Patel,7,2023,2020-08-12,143,1,U/A 13+,7.3,16.33,26.47,68,0,32.0,24.0,1504,New,6.6
CS-0418,Crown Golden III,Series,Romance,Tamil,India,Diego Khan,11,2020,2022-08-19,1400,40,U/A 16+,6.5,28.96,317.59,47,0,65.8,37.8,2289,Classic,4.9
CS-0419,Eternal Hunter II,Movie,Action,Telugu,India,Carla Jones,9,2019,2021-04-14,104,1,U/A 16+,6.0,13.25,14.24,62,0,0.5,14.4,3827,New,5.2
CS-0420,Quiet Shadow of the North,Movie,Sci-Fi,Tamil,India,Karan Menon,9,2015,2022-07-28,144,1,U/A 13+,6.2,0.2,0.28,58,0,38.7,0.3,6677,New,6.4
CS-0421,Forbidden Promise: Origins,Series,Kids,English,Australia,Anand Joshi,11,2024,2021-04-18,500,10,U/A 16+,5.2,2.36,7.67,39,0,61.6,3.9,-1000,Classic,4.7
CS-0422,Echo Dark,Movie,Thriller,Korean,South Korea,Sanjay Sharma,11,2020,2022-04-05,99999,1,U/A 16+,8.3,21.7,19.1,55,2,29.8,37.2,4018,Classic,7.4
CS-0423,Broken Verdict: Origins,Documentary,Action,Kannada,India,Emre Sharma,9,2023,2023-10-24,105,1,A,8.0,16.41,28.14,98,1,8.2,17.8,5980,New,8.2
CS-0424,Distant Shadow: Reborn,Movie,Action,Korean,South Korea,Neha Menon,3,2020,2024-04-15,122,1,A,7.6,11.34,15.68,68,2,41.6,24.4,3279,New,6.6
CS-0425,The Crown of Stone,Movie,Animation,English,UK,Kavya Roy,15,2017,2021-01-12,169,1,U/A 16+,7.1,7.05,10.33,52,1,52.3,9.9,6171,New,6.3
CS-0426,Wild Echo,Series,Animation,Korean,South Korea,Diego Bose,9,2015,2021-01-15,2200,40,U/A 13+,7.6,6.47,166.06,70,2,75.9,13.5,4378,Trending,8.1
CS-0427,Endless City of Stone,Series,Thriller,English,Canada,Various,12,2017,2020-04-24,840,24,U/A 13+,8.0,28.59,252.16,63,3,50.3,34.1,1632,Popular,7.3
CS-0428,Frozen River,Movie,Drama,Turkish,Turkey,Yuki Garcia,9,2021,2022-04-28,103,1,U/A 16+,4.6,0.2,0.16,48,0,49.9,0.4,-1000,New,4.6
CS-0429,River Dark,Documentary,Kids,Turkish,Turkey,Neha Kim,3,2020,2022-01-31,96,1,U/A 13+,5.2,0.7,0.57,51,0,9.4,1.4,-1000,New,5.7
CS-0430,Shadow Last III,Movie,Sci-Fi,Malayalam,India,Aylin Sharma,8,2024,2022-03-21,130,1,U/A 13+,8.0,17.31,18.75,50,2,72.7,20.5,4127,Classic,8.3
CS-0431,The River of Stone,Movie,Romance,Korean,South Korea,Riya Jones,6,2016,2023-12-27,113,1,U/A 16+,6.6,13.07,16.25,66,0,36.6,26.9,2344,Classic,5.1
CS-0432,Shadow Quiet of the North,Movie,Reality,English,Australia,Mira Lopez,10,2020,2022-07-06,119,1,U/A 7+,7.4,14.91,25.43,86,1,72.2,29.6,1803,Trending,6.7
CS-0433,Shattered Light of Sound,Series,Romance ,English,USA,Various,10,2020,2021-01-09,330,6,U/A 7+,6.1,6.6,21.78,60,2,58.4,7.1,1848,New,7.1
CS-0434,Echo Last of Sound,Documentary,Animation,English,UK,Hyun Menon,12,2021,2024-03-30,70,1,U/A 16+,7.3,9.24,9.27,86,2,19.3,13.5,7886,Classic,6.7
CS-0435,Witness Dark III,Movie,Sci-Fi ,Bengali,India,Olivia Tanaka,11,2021,2023-10-14,109,1,U/A 13+,6.8,6.52,6.99,59,1,24.9,8.4,2249,Popular,5.8
